rank,task_id,onet_code,occupation,task,passes_filters,dropped_by,opportunity,fit,money,scale,scale_source,labor_value,reads_text,closed_outcome,writes_content,physical,live_human,same_rules,errors_lose_money,loss_recoverable,recoverable_loss,outcome_visible,speed_value,digital_input,licensed_signoff,time_per_item,volume,money_link,buyer,buyer_conf,sell_model,sell_model_conf,min_score_conf,uncertain,model_reported,request_id
,15823,11-9199.09,Wind Energy Operations Managers,"Oversee the maintenance of wind field equipment or structures, such as towers, transformers, electrical collector systems, roadways, or other site assets.",0,reads_text,0.2480,0.3355,0.5254,0.8675,labor_value_percentile,970703709,0.1000,0.0400,0.0800,0.3233,0.1500,0.4200,0.8500,0.2500,0.2125,0.6500,0.3800,0.1000,0.0900,2.4000,0.7800,2,manufacturing_quality,0.9900,other,0.8100,0,1,jev-1.13.0,req_01a0d5e5ed607e17ac4031e70777b0f3
,11952,51-9161.00,Computer Numerically Controlled Tool Operators,"Enter commands or load control media, such as tapes, cards, or disks, into machine controllers to retrieve programmed instructions.",0,physical+reads_text,0.2480,0.4455,0.3223,0.5900,labor_value_percentile,239866591,0.0900,0.0400,0.0500,0.8733,0.0200,0.1900,0.5800,0.1800,0.1044,0.4500,0.5900,0.3600,0.0400,0.5100,1.3400,1.1700,manufacturing_quality,1,not_outsourced,0.7400,0.5500,0,jev-1.13.0,req_01a0d5e312ad7c66bc0d21b8a5e2ff6a
,23276,43-4031.00,"Court, Municipal, and License Clerks","Prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed.",0,reads_text,0.2480,0.4220,0.4202,0.5569,labor_value_percentile,208646645,0.2500,0.0500,0.9200,0.0500,0.0600,0.5700,0.7300,0.4300,0.3139,0.5800,0.6300,0.9200,0.1400,1.5600,0.5600,1.1400,government,1,not_outsourced,0.5900,0.4400,0,jev-1.13.0,req_01a0d5ec3e5277619f24662686a070db
,9491,35-2012.00,"Cooks, Institution and Cafeteria","Wash pots, pans, dishes, utensils, or other cooking equipment.",0,physical+reads_text,0.2479,0.4150,0.2127,0.8876,labor_value_percentile,1134341402,0.0200,0.0400,0.0200,1,0.0200,0.3300,0.2600,0.1500,0.0390,0.3100,0.4400,0,0.0300,0.4800,2.0200,0.8100,education,0.3500,not_outsourced,0.6200,0.4900,0,jev-1.13.0,req_01a0d5e1056b7ff99e1e9a25c1b6a463
,8430,49-9051.00,Electrical Power-Line Installers and Repairers,Cut and peel lead sheathing and insulation from defective or newly installed cables and conduits prior to splicing.,0,physical+reads_text,0.2479,0.4010,0.4066,0.6618,labor_value_percentile,314702591,0.0300,0.0300,0.0200,1,0.0200,0.3300,0.6600,0.1800,0.1188,0.6500,0.5800,0,0.0800,0.6600,0.8800,1.3200,manufacturing_quality,0.9900,other,0.2900,0.6400,0,jev-1.13.0,req_01a0d5e045327e4f99339665c0f1fbc3
,8015,39-3012.00,Gambling and Sports Book Writers and Runners,Inspect cards or equipment to be used in games to ensure they are in proper condition.,0,physical+reads_text,0.2479,0.5675,0.5349,0.0679,labor_value_percentile,15249742,0.1100,0.6100,0.0400,0.9400,0.0600,0.6400,0.7800,0.3700,0.2886,0.7300,0.6600,0,0.0800,0.5100,0.9200,1.7200,other,0.9500,not_outsourced,0.7700,0.5500,0,jev-1.13.0,req_01a0d5dffb54774597e5c3cdb58cf972
,2156,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Greet and seat guests, and present menus and wine lists.",0,physical+reads_text,0.2479,0.3690,0.2864,0.9361,labor_value_percentile,1919962217,0.0700,0.0400,0.0300,0.8833,0.9000,0.1300,0.4400,0.2000,0.0880,0.4000,0.7900,0,0.0300,0.3000,1.9500,1.0500,other,1,not_outsourced,0.9300,0.5600,0,jev-1.13.0,req_01a0d5db7fea7a77b1ae3d829ca58889
,12915,13-2052.00,Personal Financial Advisors,Contact clients periodically to determine any changes in their financial status.,0,reads_text,0.2479,0.3625,0.3675,0.9179,labor_value_percentile,1505377640,0.1100,0.0700,0.0700,0.0200,0.8800,0.1000,0.5700,0.2600,0.1482,0.3700,0.4300,0.2600,0.0900,0.9900,0.3700,1.5900,banking_fintech,0.8100,not_outsourced,0.8300,0.3700,1,jev-1.13.0,req_01a0d5e3d216723c8ffd0a65ba11e2c8
,3762,21-1093.00,Social and Human Service Assistants,"Explain rules established by owner or management, such as sanitation or maintenance requirements or parking regulations.",0,reads_text,0.2479,0.4490,0.1949,0.7502,labor_value_percentile,469744284,0.1500,0.0400,0.0600,0.0167,0.8400,0.6000,0.4400,0.3500,0.1540,0.2600,0.5600,0.2900,0.0600,0.4800,0.1900,0.5300,other,0.3900,not_outsourced,0.7800,0.5100,0,jev-1.13.0,req_01a0d5dcaf1c77bcbebb61f0494681bb
,23441,47-2031.00,Carpenters,"Anchor and brace forms and other structures in place, using nails, bolts, anchor rods, steel cables, planks, wedges, and timbers.",0,physical+reads_text,0.2479,0.3590,0.3927,0.8979,labor_value_percentile,1250559417,0.0200,0.0300,0.0200,1,0.0300,0.1600,0.5900,0.1600,0.0944,0.5700,0.4500,0,0.0500,1.1700,1.1900,1.4500,real_estate,0.9700,other,0.6400,0.4900,0,jev-1.13.0,req_01a0d5ec66677d48b86f0376bb114c6b
,9856,47-2073.00,Operating Engineers and Other Construction Equipment Operators,"Load and move dirt, rocks, equipment, or other materials, using trucks, crawler tractors, power cranes, shovels, graders, or related equipment.",0,physical+reads_text,0.2478,0.3625,0.3595,0.9101,labor_value_percentile,1397079596,0.0200,0.0300,0.0200,0.9967,0.0300,0.1100,0.5800,0.2000,0.1160,0.3800,0.5300,0,0.0400,1.0200,1.8700,1.5800,real_estate,0.9000,other,0.9600,0.3700,1,jev-1.13.0,req_01a0d5e1562373388a1814c5fee4910c
,23111,35-3023.00,Fast Food and Counter Workers,Collect and return dirty dishes to the kitchen for washing.,0,physical+reads_text,0.2478,0.3990,0.1959,0.9449,labor_value_percentile,2189643058,0.0200,0.0400,0.0200,1,0.0500,0.1400,0.2800,0.1700,0.0476,0.2100,0.6800,0,0.0300,0.3900,1.9300,0.8900,other,1,not_outsourced,0.7200,0.4500,0,jev-1.13.0,req_01a0d5ec156c7cb3923ceaca07c91825
,2419,41-2011.00,Cashiers,"Request information or assistance, using paging systems.",0,reads_text,0.2477,0.3795,0.2214,0.9814,labor_value_percentile,4043153522,0.0500,0.0500,0.0300,0.3400,0.5000,0.0900,0.3600,0.4200,0.1512,0.2400,0.7900,0.0100,0.0300,0.3900,0.3400,0.7800,other,0.6900,not_outsourced,0.9300,0,1,jev-1.13.0,req_01a0d5dbb47b7f5db38de645f7e116c4
,2217,35-2021.00,Food Preparation Workers,"Load dishes, glasses, and tableware into dishwashing machines.",0,physical+reads_text,0.2477,0.4005,0.2303,0.8882,labor_value_percentile,1139749029,0.0200,0.0400,0.0200,1,0.0200,0.2000,0.3200,0.1800,0.0576,0.3100,0.6500,0,0.0300,0.5100,2.2400,0.9000,other,1,not_outsourced,0.6000,0.2400,1,jev-1.13.0,req_01a0d5db8c9e7e9fa19aa8f015a6e30a
,19318,31-1131.00,Nursing Assistants,"Apply clean dressings, slings, stockings, or support bandages, under direction of nurse or physician.",0,physical+reads_text,0.2477,0.3810,0.3216,0.9067,labor_value_percentile,1355920132,0.0400,0.0400,0.0300,1,0.0500,0.3500,0.5500,0.2500,0.1375,0.4900,0.3200,0,0.3300,0.6300,1.0600,1,healthcare_admin,1,not_outsourced,0.7700,0.7600,0,jev-1.13.0,req_01a0d5e8bfd87270afbddda31266b624
,722,41-3021.00,Insurance Sales Agents,"Interview prospective clients to obtain data about their financial resources and needs, the physical condition of the person or property to be insured, and to discuss any existing coverage.",0,reads_text,0.2477,0.3005,0.5911,0.9384,labor_value_percentile,1995459087,0.1000,0.0400,0.0900,0.0900,0.9600,0.1600,0.9000,0.3200,0.2880,0.6600,0.6900,0.0100,0.0800,1.5900,1.2000,2.3000,insurance,1,not_outsourced,0.4600,0.5300,0,jev-1.13.0,req_01a0d5da7fc270ca99e97426e3d68141
,10771,53-7021.00,Crane and Tower Operators,Inspect and adjust crane mechanisms or lifting accessories to prevent malfunctions or damage.,0,physical+reads_text,0.2477,0.3820,0.5065,0.6631,labor_value_percentile,316788254,0.0500,0.0500,0.0600,0.9800,0.0300,0.5600,0.7100,0.1700,0.1207,0.7100,0.3500,0,0.1000,1.5300,0.4800,1.9300,real_estate,0.5300,other,0.5700,0,1,jev-1.13.0,req_01a0d5e20f0b72d9b3487c9479efe0ad
,23723,53-3051.00,"Bus Drivers, School",Make minor repairs to vehicles.,0,physical+reads_text,0.2476,0.3875,0.3456,0.8373,labor_value_percentile,750669532,0.0400,0.0500,0.0400,0.9867,0.0400,0.4100,0.5500,0.2300,0.1265,0.5500,0.3400,0,0.1000,1.1100,0.0400,1.0700,education,0.7100,other,0.4300,0.7200,0,jev-1.13.0,req_01a0d5ecadcd72d7acc20c9e7c5ddd51
,16798,19-1029.02,Molecular and Cellular Biologists,Evaluate new supplies and equipment to ensure operability in specific laboratory settings.,0,physical+reads_text,0.2476,0.5175,0.4906,0.2263,labor_value_percentile,48589176,0.1400,0.6500,0.1400,0.8067,0.0700,0.4600,0.7500,0.2500,0.1875,0.7900,0.4700,0,0.0900,1.2000,0.0400,1.4800,other,0.8500,other,0.3800,0.4200,0,jev-1.13.0,req_01a0d5e6aab37dd8aa0da2f875f01315
,21875,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Conduct or direct testing of air quality, noise, temperature, or radiation levels to verify compliance with health and safety regulations.",0,physical+reads_text,0.2476,0.4895,0.5706,0.2269,labor_value_percentile,48725001,0.0900,0.5100,0.2000,0.7100,0.0500,0.7700,0.8500,0.2100,0.1785,0.7900,0.5000,0,0.1000,1.5000,0.4000,2.1000,manufacturing_quality,0.9500,other,0.9100,0.1000,1,jev-1.13.0,req_01a0d5eadba272c3a80c74b59b8148a7
,23774,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Observe train signals along routes and verify their meanings for engineers.,0,reads_text,0.2476,0.5485,0.4187,0.2226,labor_value_percentile,47659639,0.2100,0.4000,0.0400,0.3133,0.1500,0.7800,0.5100,0.1700,0.0867,0.5800,0.4100,0,0.1000,0.6000,2.1500,1.6400,logistics_supply_chain,1,not_outsourced,0.9600,0.0100,1,jev-1.13.0,req_01a0d5ecbb15737193569cfd5dbac6ee
,16039,13-2099.04,"Fraud Examiners, Investigators and Analysts",Obtain and serve subpoenas.,0,reads_text,0.2476,0.4010,0.6049,0.4490,labor_value_percentile,130430724,0.1900,0.0600,0.2100,0.4467,0.3600,0.4600,0.7600,0.4600,0.3496,0.6000,0.6200,0.4300,0.1800,1.6200,0.1800,2.4000,government,0.3800,per_item,0.2500,0.4000,0,jev-1.13.0,req_01a0d5e6164678bd8822a2b0057fbb24
,16565,17-2199.11,Solar Energy Systems Engineers,"Perform thermal, stress, or cost reduction analyses for solar systems.",0,reads_text,0.2475,0.3950,0.5764,0.4833,labor_value_percentile,153710940,0.2600,0.0700,0.5800,0.0533,0.0500,0.1400,0.8600,0.2200,0.1892,0.7100,0.7200,0.8400,0.1100,1.9500,0.4500,2.3000,manufacturing_quality,0.9700,other,0.9200,0.3000,1,jev-1.13.0,req_01a0d5e69066762d97e7fddab66899f9
,9971,49-3011.00,Aircraft Mechanics and Service Technicians,"Clean, refuel, and change oil in line service aircraft.",0,physical+reads_text,0.2475,0.3875,0.4659,0.6336,labor_value_percentile,281115349,0.0400,0.0300,0.0300,1,0.0400,0.6200,0.7500,0.2100,0.1575,0.6000,0.6700,0,0.1900,1.2900,1.5500,1.7900,logistics_supply_chain,0.7000,per_item,0.6800,0.1700,1,jev-1.13.0,req_01a0d5e17158775ca8fe4ec5a398b648
,19290,29-9093.00,Surgical Assistants,Assess skin integrity or other body conditions upon completion of the procedure to determine if damage has occurred from body positioning.,0,physical+reads_text,0.2475,0.5365,0.4088,0.2694,labor_value_percentile,59764061,0.0500,0.7500,0.0700,0.9600,0.0500,0.3400,0.5000,0.2100,0.1050,0.7600,0.3200,0,0.2400,0.4800,0.8500,1.1200,healthcare_admin,1,not_outsourced,0.8800,0.5600,0,jev-1.13.0,req_01a0d5e8b8db729097f6d5deb91fb9f9
,15208,15-1244.00,Network and Computer Systems Administrators,"Implement and provide technical support for voice services and equipment, such as private branch exchange, voice mail system, and telecom system.",0,reads_text,0.2475,0.3690,0.3501,0.8590,labor_value_percentile,898321594,0.1200,0.0400,0.0900,0.4233,0.2900,0.2500,0.6200,0.3000,0.1860,0.5100,0.6900,0.4400,0.0500,2.0700,0.2100,1.0600,software_it,0.9700,other,0.7000,0.6400,0,jev-1.13.0,req_01a0d5e57b507789b1ceae4d51b7a618
,805,43-9022.00,Word Processors and Typists,Transmit work electronically to other locations.,0,reads_text,0.2475,0.4985,0.2975,0.4187,labor_value_percentile,114133087,0.0700,0.0500,0.0700,0.0067,0.0300,0.1500,0.3900,0.4200,0.1638,0.4100,0.7900,0.9900,0.0400,0.5400,1.1800,0.9400,government,0.2900,not_outsourced,0.7300,0.6100,0,jev-1.13.0,req_01a0d5da946175a89fcd1783fbcaf08a
,10701,53-4031.00,Railroad Conductors and Yardmasters,Inspect each car periodically during runs.,0,physical+reads_text,0.2475,0.4415,0.4875,0.4566,labor_value_percentile,134424691,0.0800,0.1000,0.0600,0.9400,0.0600,0.6700,0.7100,0.2700,0.1917,0.6200,0.3500,0,0.0900,0.8700,1.4000,1.8300,logistics_supply_chain,1,not_outsourced,0.8100,0.0500,1,jev-1.13.0,req_01a0d5e1ff677b23936715afa0719e4b
,12339,51-9011.00,Chemical Equipment Operators and Tenders,Patrol work areas to detect leaks or equipment malfunctions or to monitor operating conditions.,0,physical+reads_text,0.2475,0.3860,0.4540,0.7159,labor_value_percentile,394117943,0.0600,0.0700,0.0500,0.8733,0.0300,0.3300,0.7000,0.2000,0.1400,0.6800,0.2800,0,0.0500,1.2300,1.0100,1.5600,manufacturing_quality,1,not_outsourced,0.7700,0.3600,1,jev-1.13.0,req_01a0d5e36cc27280b23153421dde64f1
,12384,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Reject defective products and readjust equipment to eliminate problems.,0,physical+reads_text,0.2475,0.5265,0.4065,0.2600,labor_value_percentile,57002379,0.0800,0.5200,0.0300,0.9833,0.0400,0.5400,0.6900,0.1600,0.1104,0.7600,0.6100,0,0.0500,0.7500,1.9500,1.0900,manufacturing_quality,1,not_outsourced,0.7600,0.4400,0,jev-1.13.0,req_01a0d5e376f07b6f9cc62b6344fb1c05
,3423,13-2072.00,Loan Officers,"Set credit policies, credit lines, procedures and standards in conjunction with senior managers.",0,reads_text,0.2475,0.3610,0.6411,0.6036,labor_value_percentile,251261523,0.2800,0.0600,0.6400,0,0.2000,0.2300,0.9200,0.3000,0.2760,0.6700,0.4200,0.8200,0.1200,2.5200,0.0300,2.6800,banking_fintech,1,not_outsourced,0.6500,0.6800,0,jev-1.13.0,req_01a0d5dc746a7911a6e52b49a2b96003
,3220,53-7064.00,"Packers and Packagers, Hand",Transport packages to customers' vehicles.,0,physical+reads_text,0.2475,0.3825,0.2893,0.8636,labor_value_percentile,935721103,0.0300,0.0400,0.0200,1,0.0900,0.1100,0.5500,0.2000,0.1100,0.3700,0.7700,0,0.0300,0.6600,1.3000,1.0900,logistics_supply_chain,0.9600,not_outsourced,0.4100,0.1900,1,jev-1.13.0,req_01a0d5d9cb877f06ac23444f33ea741c
,23363,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Requisition or purchase supplies, such as insecticides, machine parts or lubricants, or tools.",0,reads_text,0.2475,0.4715,0.6153,0.2331,labor_value_percentile,50462211,0.1700,0.1600,0.1000,0.2867,0.2200,0.2300,0.9200,0.4200,0.3864,0.7400,0.5400,0.7000,0.0500,1.2300,0.1400,2.0800,other,0.9200,not_outsourced,0.3900,0.4300,0,jev-1.13.0,req_01a0d5ec53b377f0b488833256baec16
,10586,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Plan and formulate flight activities and test schedules and prepare flight evaluation reports.,0,reads_text,0.2474,0.3875,0.4808,0.6551,labor_value_percentile,306088828,0.2400,0.0600,0.8400,0.1967,0.1000,0.4400,0.7300,0.2200,0.1606,0.6200,0.4200,0.9600,0.2600,1.9500,0.4500,1.8500,logistics_supply_chain,0.9600,not_outsourced,0.6500,0.0500,1,jev-1.13.0,req_01a0d5e1e62e7421986a1858dd293652
,21794,15-1299.06,Digital Forensics Analysts,Maintain cyber defense software or hardware to support responses to cyber incidents.,0,reads_text,0.2474,0.4290,0.3926,0.5790,labor_value_percentile,229506847,0.1500,0.0400,0.0900,0.2600,0.0500,0.3200,0.6500,0.2900,0.1885,0.5600,0.4900,0.6200,0.0600,1.7100,0.3300,1.2600,government,0.5100,subscription,0.4300,0.5400,0,jev-1.13.0,req_01a0d5eac68a7f86b4d11b28c42e0132
,11780,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door","Record maintenance information, including test results, material usage, and repairs made.",0,reads_text,0.2474,0.4370,0.3989,0.5341,labor_value_percentile,189134102,0.1500,0.0400,0.2800,0.0867,0.0400,0.2600,0.8000,0.3400,0.2720,0.4400,0.5500,0.5400,0.0900,0.8400,0.8900,1.3900,manufacturing_quality,0.9900,not_outsourced,0.5900,0.5600,0,jev-1.13.0,req_01a0d5e2ece272299b0e68a666c9ef2c
,306,27-1024.00,Graphic Designers,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",0,reads_text,0.2473,0.3705,0.3624,0.8387,labor_value_percentile,760394388,0.0600,0.0300,0.3600,0.0367,0.0500,0.0900,0.5300,0.1700,0.0901,0.5000,0.6600,0.8100,0.0300,1.9200,0.8200,1.3900,sales_marketing,0.8700,other,0.9600,0.4700,0,jev-1.13.0,req_01a0d5da386e7e0391d4e094c2de4046
,18590,11-9032.00,"Education Administrators, Kindergarten through Secondary","Plan, coordinate, and oversee school logistics programs, such as bus and food services.",0,reads_text,0.2473,0.3620,0.4391,0.8260,labor_value_percentile,701381187,0.1200,0.0400,0.3700,0.0667,0.1500,0.1700,0.8900,0.4100,0.3649,0.4500,0.4000,0.9200,0.0700,2.5500,0.2200,1.4600,education,0.9900,other,0.3700,0.5000,0,jev-1.13.0,req_01a0d5e81d8c70d8a785e6a8340b929d
,6916,29-1011.00,Chiropractors,Maintain accurate case histories of patients.,0,reads_text,0.2473,0.3930,0.4770,0.6186,labor_value_percentile,266516402,0.2000,0.0400,0.3900,0.0267,0.2000,0.3100,0.7600,0.4400,0.3344,0.5400,0.5300,0.3300,0.2800,0.8400,1.4600,1.6100,healthcare_admin,1,not_outsourced,0.5900,0.5200,0,jev-1.13.0,req_01a0d5df2f5e738ca5fb5fc61d274cee
,108,13-1151.00,Training and Development Specialists,"Negotiate contracts with clients for desired training outcomes, fees, or expenses.",0,reads_text,0.2473,0.2900,0.6676,0.9065,labor_value_percentile,1350801268,0.1200,0.0600,0.3000,0.0067,0.8800,0.0900,0.9100,0.4100,0.3731,0.7900,0.7300,0.2400,0.0600,1.9800,0.0200,2.3900,hr_recruiting,0.5100,other,0.9200,0.6100,0,jev-1.13.0,req_01a0d5da147d79f7af805536cb9bc47c
,882,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Perform scheduled preventive maintenance tasks, such as checking, cleaning, or repairing equipment, to detect and prevent problems.",0,physical+reads_text,0.2473,0.4040,0.4453,0.6228,labor_value_percentile,270571985,0.0600,0.0400,0.0700,0.9600,0.0500,0.6200,0.6400,0.2100,0.1344,0.7100,0.4400,0.0200,0.0600,1.2900,0.9200,1.4400,manufacturing_quality,1,other,0.8100,0.5300,0,jev-1.13.0,req_01a0d5da9c667e18b9c7806e7f78e3a7
,16166,15-1299.09,Information Technology Project Managers,Develop and manage annual budgets for information technology projects.,0,reads_text,0.2473,0.3540,0.6924,0.5907,labor_value_percentile,240503646,0.2300,0.0400,0.7200,0,0.1200,0.1500,0.9400,0.3300,0.3102,0.7400,0.3800,1,0.0500,2.6400,0.0700,2.8300,software_it,1,not_outsourced,0.4800,0.8300,0,jev-1.13.0,req_01a0d5e6327d793f834abcf94e313bdd
,9963,49-3011.00,Aircraft Mechanics and Service Technicians,"Locate and mark dimensions and reference lines on defective or replacement parts, using templates, scribes, compasses, and steel rules.",0,physical+reads_text,0.2473,0.3890,0.4718,0.6315,labor_value_percentile,278634794,0.0600,0.0400,0.0500,0.9967,0.0300,0.4400,0.7000,0.1800,0.1260,0.7400,0.5900,0,0.1000,1.1700,0.8200,1.5900,manufacturing_quality,0.9200,per_item,0.3900,0.3900,1,jev-1.13.0,req_01a0d5e16f2d7e94b67e2b6a922889a4
,17084,29-1213.00,Dermatologists,"Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests.",0,reads_text,0.2473,0.4030,0.5004,0.5329,labor_value_percentile,188418337,0.1800,0.1200,0.1500,0.1867,0.1000,0.1500,0.6700,0.4200,0.2814,0.6400,0.6700,0.3300,0.4900,0.7200,0.8000,1.6800,healthcare_admin,1,per_item,0.8600,0.4200,0,jev-1.13.0,req_01a0d5e6e61c76ad8767e3c7fbf336f8
,9622,39-3092.00,Costume Attendants,"Purchase, rent, or requisition costumes or other wardrobe necessities.",0,reads_text,0.2473,0.5340,0.6325,0.0662,labor_value_percentile,14914964,0.1900,0.4100,0.0900,0.2533,0.2400,0.2100,0.8900,0.5500,0.4895,0.7700,0.6400,0.8600,0.0600,1.3200,0.1400,1.9100,media_publishing,0.9900,per_item,0.7000,0.4300,0,jev-1.13.0,req_01a0d5e120bf71c9b26be706faac6e45
,22963,33-2011.00,Firefighters,"Assess fires and situations and report conditions to superiors to receive instructions, using two-way radios.",0,reads_text,0.2472,0.3815,0.3266,0.8314,labor_value_percentile,723991033,0.0700,0.0700,0.0600,0.5733,0.5100,0.1500,0.4500,0.1500,0.0675,0.5900,0.6700,0,0.0600,0.4800,0.8900,0.9700,government,1,not_outsourced,0.9900,0.1300,1,jev-1.13.0,req_01a0d5ebefa87d148ffeb36b73d11b93
,18487,21-1023.00,Mental Health and Substance Abuse Social Workers,"Interview clients, review records, conduct assessments, or confer with other professionals to evaluate the mental or physical condition of clients or patients.",0,reads_text,0.2472,0.3795,0.3652,0.8231,labor_value_percentile,691666189,0.2800,0.1700,0.1900,0.1300,0.5700,0.1400,0.4900,0.2600,0.1274,0.4900,0.4700,0.0700,0.1800,1.3200,1.4400,1.3500,healthcare_admin,0.9300,not_outsourced,0.4900,0.5200,0,jev-1.13.0,req_01a0d5e8094171b0aca5592c6730d1de
